Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A739370,Peppa,12/1/2016 13:36,12/1/2016 13:36,930 E Rundberg Ln in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,German Shepherd,Tricolor
A739372,*Trejo,12/1/2016 13:38,12/1/2016 13:38,4300 Springdale Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Black/White
A739373,Smokey,12/1/2016 13:46,12/1/2016 13:46,Austin (TX),Stray,Normal,Cat,Intact Male,7 months,Domestic Shorthair Mix,Blue Tabby
A739374,*Elsie,12/1/2016 14:08,12/1/2016 14:08,10711 Cassia Dr in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White
A738501,*Zelda,12/1/2016 14:26,12/1/2016 14:26,5600 Roosevelt Ave in Austin (TX),Stray,Normal,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White
A739375,*Tomo,12/1/2016 14:27,12/1/2016 14:27,4913 Creek Bend Drive in Austin (TX),Stray,Injured,Dog,Intact Male,9 months,Pit Bull Mix,Brown/White
A739378,*Ora,12/1/2016 14:41,12/1/2016 14:41,Parkwood Rd & Crestwood Rd in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A739376,,12/1/2016 14:42,12/1/2016 14:42,1644 E 3Rd St in Austin (TX),Stray,Sick,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream
A739377,*Buckley,12/1/2016 14:47,12/1/2016 14:47,21052 Coupland Rd in Travis (TX),Stray,Normal,Dog,Intact Male,5 months,Boxer Mix,Brown Brindle
A739383,*Bumble,12/1/2016 15:53,12/1/2016 15:53,Providence Ave & Atkinson Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A739382,,12/1/2016 15:53,12/1/2016 15:53,1030 Atkinson Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Siamese Mix,Tortie Point
A739384,April,12/1/2016 16:33,12/1/2016 16:33,Austin (TX),Owner Surrender,Injured,Dog,Intact Female,5 months,Dachshund/Chihuahua Shorthair,Black/Brown
A739385,Laksa,12/1/2016 16:50,12/1/2016 16:50,9503 Queenswood Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,10 years,British Shorthair,Blue
A739386,,12/1/2016 17:14,12/1/2016 17:14,2250 Ridgepoint Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Longhair Mix,Brown Tabby/White
A721449,Bentley,12/1/2016 17:52,12/1/2016 17:52,W Parmer Ln & N Mopac Expy Svrd Nb in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Jack Russell Terrier Mix,White
A734166,Max,12/1/2016 18:22,12/1/2016 18:22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 months,Miniature Poodle Mix,Tan/Black
A634392,Junior,12/1/2016 18:35,12/1/2016 18:35,Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Standard Schnauzer Mix,White
A700114,Live,12/2/2016 10:08,12/2/2016 10:08,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,3 years,Russian Blue Mix,Blue/White
A739393,*Cutie,12/2/2016 10:25,12/2/2016 10:25,North Ih-35 And Grand Avenue Parkway in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever/Pit Bull,Chocolate/White
A739394,Lilly,12/2/2016 10:43,12/2/2016 10:43,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,4 years,Russian Blue Mix,Blue/White
A739395,*Hazel,12/2/2016 10:56,12/2/2016 10:56,21028 Blakemanor Rd in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Great Pyrenees Mix,White
A670977,Rocky,12/2/2016 11:02,12/2/2016 11:02,Travis (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Chow Chow/German Shepherd,Brown
A739391,Howard Roark,12/2/2016 11:08,12/2/2016 11:08,Austin (TX),Public Assist,Normal,Dog,Neutered Male,9 years,English Shepherd Mix,Tricolor/Black
A739397,*Marty,12/2/2016 11:09,12/2/2016 11:09,5404 Agua Caliente in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black
A735264,Jazz,12/2/2016 11:20,12/2/2016 11:20,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 months,Cairn Terrier/Yorkshire Terrier,Black/Tan
A667632,Prince,12/2/2016 11:29,12/2/2016 11:29,300 Blueberry Hill in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Miniature Poodle Mix,Black/White
A739398,Dante,12/2/2016 11:35,12/2/2016 11:35,4100 W Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan/White
A739400,,12/2/2016 11:44,12/2/2016 11:44,1138 Gunter Street in Austin (TX),Stray,Sick,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/Black
A578896,Omega,12/2/2016 12:00,12/2/2016 12:00,Vanderbielt And 290 in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Parson Russell Terrier Mix,White/Brown
A739401,*Barnaby,12/2/2016 12:01,12/2/2016 12:01,1705 Mearn Meadows in Austin (TX),Stray,Normal,Other,Intact Male,1 year,English Spot Mix,White/Brown
A739406,,12/2/2016 12:17,12/2/2016 12:17,601 Saddle Horn Dr in Travis (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby
A739405,,12/2/2016 12:17,12/2/2016 12:17,601 Saddle Horn Dr in Travis (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Torbie
A739404,,12/2/2016 12:17,12/2/2016 12:17,601 Saddle Horn Dr in Travis (TX),Stray,Normal,Cat,Intact Female,1 year,Siamese Mix,Seal Point
A739407,*Lilly,12/2/2016 12:44,12/2/2016 12:44,Cedardale Dr And Flournoy Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Plott Hound Mix,Brown Brindle
A739409,Copper,12/2/2016 13:07,12/2/2016 13:07,Austin (TX),Euthanasia Request,Sick,Dog,Neutered Male,10 years,Labrador Retriever Mix,Yellow/White
A739413,,12/2/2016 13:09,12/2/2016 13:09,12609 Dessau Rd in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Seal Point/Gray
A739414,,12/2/2016 13:09,12/2/2016 13:09,12609 Dessau Rd in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A731328,*Rhino,12/2/2016 13:11,12/2/2016 13:11,7309 Lazy Creek in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White/Tan
A736471,Leisel,12/2/2016 13:44,12/2/2016 13:44,7825 Elkhorn Mountain Trl in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Doberman Pinsch,Black/Brown
A739416,*Tater,12/2/2016 14:00,12/2/2016 14:00,6719 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Dachshund,Black/Brown
A739417,*Tot,12/2/2016 14:00,12/2/2016 14:00,6719 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Dachshund,Brown
A739419,,12/2/2016 14:01,12/2/2016 14:01,11215 Research Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,5 years,Domestic Shorthair Mix,Tortie
A739418,,12/2/2016 14:06,12/2/2016 14:06,12034 Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown
A714493,Kibby,12/2/2016 14:27,12/2/2016 14:27,Ih 35 in Austin (TX),Stray,Aged,Dog,Spayed Female,8 years,Jindo Mix,Brown
A739421,,12/2/2016 14:34,12/2/2016 14:34,5801 Ainez in Austin (TX),Stray,Normal,Other,Unknown,2 years,Guinea Pig,White/Tricolor
A716013,Haze,12/2/2016 15:15,12/2/2016 15:15,Bridgewater And Hartwick Pl in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown
A739422,*Sheba,12/2/2016 16:02,12/2/2016 16:02,Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,German Shepherd Mix,Red/Black
A739423,Duckie,12/2/2016 16:30,12/2/2016 16:30,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie
A739427,Smokey,12/3/2016 8:12,12/3/2016 8:12,10200 Boulder Ln in Austin (TX),Stray,Sick,Cat,Intact Male,3 years,Siamese Mix,Lynx Point
A739428,*Finch,12/3/2016 8:20,12/3/2016 8:20,Prather Ln & Victory Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Golden Retriever Mix,Gold
A739429,Princess,12/3/2016 9:36,12/3/2016 9:36,14300 Cummins Way in Manor (TX),Stray,Other,Dog,Intact Female,5 years,Pit Bull Mix,Black/White
A739431,Uma,12/3/2016 9:45,12/3/2016 9:45,Willow St And Chicon St in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Tan
A739430,Hermes,12/3/2016 9:45,12/3/2016 9:45,Willow St And Chicon St in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,American Bulldog Mix,Brown Brindle/White
A739432,Princess,12/3/2016 9:52,12/3/2016 9:52,2101 Jesse E. Segovia St in Austin (TX),Public Assist,Normal,Dog,Intact Female,6 months,Australian Cattle Dog Mix,Tan/White
A739436,Rambo,12/3/2016 10:47,12/3/2016 10:47,1611 Corona Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Bull Terrier Mix,White
A739444,*Roo,12/3/2016 10:53,12/3/2016 10:53,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A739441,*Flower,12/3/2016 10:53,12/3/2016 10:53,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A739440,*Simone,12/3/2016 10:53,12/3/2016 10:53,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A739442,*Piglet,12/3/2016 10:53,12/3/2016 10:53,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Longhair Mix,Brown Tabby
A739443,*Christopher,12/3/2016 10:53,12/3/2016 10:53,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Longhair Mix,Brown Tabby
A738619,Charley,12/3/2016 11:05,12/3/2016 11:05,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Lowchen/Yorkshire Terrier,Tricolor
A739446,Nicholas,12/3/2016 11:07,12/3/2016 11:07,11545 Maha Loop Road in Mustang Ridge (TX),Stray,Sick,Dog,Intact Male,2 years,Great Pyrenees/Anatol Shepherd,White
A644452,Acho,12/3/2016 11:20,12/3/2016 11:20,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle/White
A739448,*Myla,12/3/2016 11:24,12/3/2016 11:24,7401 Albert Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A739449,*Marco,12/3/2016 11:24,12/3/2016 11:24,7401 Albert Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Tan/White
A739451,,12/3/2016 11:36,12/3/2016 11:36,1801 E 51St St in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,German Shepherd Mix,Sable/White
A738982,Juju,12/3/2016 11:41,12/3/2016 11:41,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 months,Rhod Ridgeback Mix,Brown Brindle
A732646,Bentley,12/3/2016 11:45,12/3/2016 11:45,W Slaughter Ln & Brodie Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Yellow
A738767,*Whit,12/3/2016 11:52,12/3/2016 11:52,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White
A739456,,12/3/2016 12:19,12/3/2016 12:19,Dessau Rd & E Howard Ln in Austin (TX),Stray,Other,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Tan/Gray
A739458,,12/3/2016 12:27,12/3/2016 12:27,1406 Ok Corral in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A739457,*Mikal,12/3/2016 12:31,12/3/2016 12:31,1708 Thousand Oaks Circle in Austin (TX),Stray,Sick,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Black
A739025,Hercules,12/3/2016 12:34,12/3/2016 12:34,Mairo St And S 1St St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Longhair Mix,Black/Brown
A739460,*Champ,12/3/2016 13:04,12/3/2016 13:04,Star View Trl & Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Doberman Pinsch Mix,Blue/Tan
A739461,,12/3/2016 13:06,12/3/2016 13:06,1704 E 5Th St in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Longhair Mix,Tortie
A718744,Bully,12/3/2016 13:25,12/3/2016 13:25,E 6Th St And Robert Martinez Jr St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Rottweiler,Black/Tan
A717838,Pork Chop,12/3/2016 13:25,12/3/2016 13:25,E 6Th St And Robert Martinez Jr St in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan
A674400,*Seamus,12/3/2016 13:25,12/3/2016 13:25,E 6Th St And Robert Martinez Jr St in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Boxer/American Bulldog,White/Brown
A729946,Lily,12/3/2016 13:25,12/3/2016 13:25,E 6Th St And Robert Martinez Jr St in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Boxer Mix,Brown/White
A739463,Brownie,12/3/2016 13:36,12/3/2016 13:36,E 10Th St And Mill St in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Shih Tzu,Tan/White
A739466,Kassiee,12/3/2016 13:53,12/3/2016 13:53,2015 E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Cattle Dog Mix,Tan/White
A731343,Jay,12/3/2016 14:12,12/3/2016 14:12,Loyola Ln & Colony Loop Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pointer Mix,Blue/White
A739476,*Bernard,12/3/2016 14:16,12/3/2016 14:16,Travis Heights in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,American Bulldog Mix,Brown Brindle/White
A739213,Zorro,12/3/2016 14:19,12/3/2016 14:19,12449 Johnson Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Shepherd Mix,Black/Gray
A739480,Kizzie,12/3/2016 14:49,12/3/2016 14:49,8027 Coulver Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/Brown
A739481,Shadow,12/3/2016 14:49,12/3/2016 14:49,8027 Coulver Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Rat Terrier Mix,Black/White
A739484,*Maisy,12/3/2016 14:49,12/3/2016 14:49,8027 Coulver Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cairn Terrier Mix,White
A739486,,12/3/2016 14:49,12/3/2016 14:49,8027 Coulver Rd in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Manchester Terrier Mix,Black/Yellow
A739485,Sophie,12/3/2016 14:49,12/3/2016 14:49,8027 Coulver Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cairn Terrier Mix,White
A739482,,12/3/2016 14:56,12/3/2016 14:56,2801 S Lakeline Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair Mix,Blue Tabby
A739493,,12/3/2016 15:18,12/3/2016 15:18,3209 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Black/White
A739494,,12/3/2016 15:18,12/3/2016 15:18,3209 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Black/White
A739496,,12/3/2016 15:18,12/3/2016 15:18,3209 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Black/White
A739495,,12/3/2016 15:18,12/3/2016 15:18,3209 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Black/White
A739498,,12/3/2016 15:18,12/3/2016 15:18,3209 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Blue Tabby
A739497,*Millie,12/3/2016 15:34,12/3/2016 15:34,1515 Wickersham Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Cattle Dog/Beagle,Brown
A739503,,12/3/2016 16:04,12/3/2016 16:04,1904 Cannonwood in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,Brown/White
A739508,Rico,12/3/2016 16:10,12/3/2016 16:10,4605 Imperial Dr in Travis (TX),Stray,Sick,Dog,Intact Male,1 year,Basset Hound/Chinese Sharpei,Brown Brindle/White
A739512,,12/3/2016 16:20,12/3/2016 16:20,6403 Johnny Morris in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Bloodhound Mix,Red
A739516,*Sparrow,12/3/2016 16:53,12/3/2016 16:53,1251 Mustang Mesa Dr. in Mustang Ridge (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A739517,*Luna,12/3/2016 17:07,12/3/2016 17:07,2601 S Ih 35 in Round Rock (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Black/White
A739518,Karma,12/3/2016 18:34,12/3/2016 18:34,7600 Carver Ave in Austin (TX),Public Assist,Injured,Dog,Intact Female,2 years,Pit Bull Mix,Brown
A739519,Mojito,12/3/2016 18:53,12/3/2016 18:53,1515 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A739521,*Tiny,12/3/2016 18:53,12/3/2016 18:53,1515 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A739520,*Iota,12/3/2016 18:53,12/3/2016 18:53,1515 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A715542,Riley,12/4/2016 8:21,12/4/2016 8:21,1170 Perry Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,German Shepherd Mix,Tan/Black
A739523,Pickle,12/4/2016 8:21,12/4/2016 8:21,Perry Rd & Jain in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,Brown Brindle
A605052,Jerzey,12/4/2016 8:39,12/4/2016 8:39,600 Barwood Park in Austin (TX),Public Assist,Normal,Dog,Neutered Male,9 years,Labrador Retriever Mix,Chocolate/White
A689697,Remy,12/4/2016 8:57,12/4/2016 8:57,11901 Pavilion Blvd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,Black/White
A739524,Blue,12/4/2016 9:53,12/4/2016 9:53,1205 Perez St in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Labrador Retriever/Siberian Husky,Black/White
A739532,,12/4/2016 11:04,12/4/2016 11:04,Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Black/White
A739537,*Casper*,12/4/2016 11:35,12/4/2016 11:35,Spicewood Springs Road And Mcneil Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Jack Russell Terrier Mix,White/Brown Brindle
A739535,*Mattie,12/4/2016 11:37,12/4/2016 11:37,E Cesar Chavez St And Lynn St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown
A739539,Mittens,12/4/2016 11:50,12/4/2016 11:50,7808 Hidden View Cir in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Longhair Mix,Calico
A730415,Jake,12/4/2016 12:04,12/4/2016 12:04,6921 Shannon Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White
A739544,,12/4/2016 12:39,12/4/2016 12:39,2097 S 1St in Austin (TX),Wildlife,Injured,Bird,Unknown,1 year,Pigeon,Gray
A739548,Dot,12/4/2016 12:48,12/4/2016 12:48,Loyola Ln & Highpoint Dr in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Rabbit Sh Mix,White/Brown
A739547,Pickles,12/4/2016 12:48,12/4/2016 12:48,Loyola Ln & Highpoint Dr in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,Black
A713517,Flynn,12/4/2016 13:13,12/4/2016 13:13,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A739549,Penny,12/4/2016 13:24,12/4/2016 13:24,13600 Letti Ln in Pflugerville (TX),Stray,Normal,Dog,Intact Female,6 months,Labrador Retriever Mix,Tan
A739550,Dj,12/4/2016 13:38,12/4/2016 13:38,Parkfield Dr & Rutland Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Labrador Retriever,Black
A739559,,12/4/2016 15:09,12/4/2016 15:09,706 Beaver St in Austin (TX),Stray,Sick,Cat,Intact Female,1 year,Domestic Shorthair Mix,Lynx Point
A739561,,12/4/2016 15:14,12/4/2016 15:14,1432 Biscay Dr in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
