Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A761429,*Dean,11/4/2017 14:19,11/4/2017 14:19,East Cesar Chavez And Willow Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Tan/White
A755274,Titan,11/4/2017 14:42,11/4/2017 14:42,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Basset Hound Mix,Brown/White
A761428,Willie,11/4/2017 15:05,11/4/2017 15:05,Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White
A717053,Hildi,11/4/2017 15:30,11/4/2017 15:30,12221 North Mopac Express Way in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black Brindle/White
A737764,Sandy,11/4/2017 15:31,11/4/2017 15:31,1104 Tillery in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Norfolk Terrier Mix,Tan
A500873,Nikki,11/4/2017 15:34,11/4/2017 15:34,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby
A761433,Rhino,11/4/2017 15:41,11/4/2017 15:41,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A730326,Nala,11/4/2017 16:09,11/4/2017 16:09,Laurelleaf Drive And Black Willow Street in Pflugerville (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Tan
A761435,,11/4/2017 16:18,11/4/2017 16:18,2301 Quicksilver in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
A761437,,11/4/2017 16:18,11/4/2017 16:18,2301 Quicksilver in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A761436,,11/4/2017 16:18,11/4/2017 16:18,2301 Quicksilver in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Black
A761434,,11/4/2017 16:18,11/4/2017 16:18,2301 Quicksilver in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
A761438,*Joey,11/4/2017 16:37,11/4/2017 16:37,Airport in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White
A761439,Caroline,11/4/2017 16:37,11/4/2017 16:37,Airport in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White
A761443,,11/4/2017 17:12,11/4/2017 17:12,18701 Rivertimber Drive in Del Valle (TX),Stray,Normal,Dog,Intact Female,5 months,Chihuahua Longhair Mix,White/Brown
A761441,,11/4/2017 17:12,11/4/2017 17:12,18701 Rivertimber Drive in Del Valle (TX),Stray,Normal,Dog,Intact Male,5 months,Chihuahua Shorthair Mix,Black/Tricolor
A761442,Chiki,11/4/2017 17:12,11/4/2017 17:12,18701 Rivertimber Drive in Del Valle (TX),Stray,Normal,Dog,Intact Female,5 months,Chihuahua Longhair Mix,Brown/White
A649659,Prasayus,11/4/2017 17:25,11/4/2017 17:25,Pendernales St And  Santa Rita in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Papillon/Chihuahua Shorthair,Black/White
A682767,Chico,11/4/2017 17:52,11/4/2017 17:52,Airport Blvd And Shady Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Manchester Terrier/Dachshund,Black/Brown
A753134,Freya,11/4/2017 20:55,11/4/2017 20:55,6000 E Us 290 Hwy in Austin (TX),Stray,Normal,Dog,Spayed Female,10 months,Pit Bull Mix,Black/Brown Brindle
A761450,Odin Socks,11/4/2017 20:55,11/4/2017 20:55,6000 E Us 290 Hwy in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Bluetick Hound,Black/White
A761451,,11/5/2017 9:29,11/5/2017 9:29,2901 South Capital Of Texas Highway in Austin (TX),Public Assist,Sick,Dog,Intact Female,4 weeks,Border Collie Mix,Black/White
A761452,,11/5/2017 9:29,11/5/2017 9:29,2901 South Capital Of Texas Highway in Austin (TX),Public Assist,Normal,Dog,Intact Male,4 weeks,Border Collie Mix,Black/White
A761453,*Ivy,11/5/2017 9:56,11/5/2017 9:56,4812 Eastdale Dr in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Jack Russell Terrier Mix,White/Black
A761454,Hank,11/5/2017 10:27,11/5/2017 10:27,1550 Royal Crest Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Pit Bull Mix,Brown Brindle
A751678,Canela,11/5/2017 11:01,11/5/2017 11:01,Del Valle (TX),Owner Surrender,Normal,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Cream
A755199,Cookie,11/5/2017 11:06,11/5/2017 11:06,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,6 months,Anatol Shepherd Mix,Black/White
A761461,,11/5/2017 11:24,11/5/2017 11:24,443 Mesa Drive in Del Valle (TX),Stray,Normal,Cat,Unknown,6 months,American Shorthair Mix,Black/Black
A761459,,11/5/2017 11:24,11/5/2017 11:24,443 Mesa Drive in Del Valle (TX),Stray,Normal,Cat,Intact Female,3 years,American Shorthair Mix,Gray/Gray
A761462,,11/5/2017 11:24,11/5/2017 11:24,443 Mesa Drive in Del Valle (TX),Stray,Normal,Cat,Intact Female,2 years,American Shorthair Mix,Tortie/Black
A761457,,11/5/2017 11:29,11/5/2017 11:29,10401 North Lamar in Austin (TX),Stray,Normal,Cat,Unknown,2 months,Domestic Shorthair Mix,Black/White
A761456,,11/5/2017 11:29,11/5/2017 11:29,10401 North Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A761458,*Begonia,11/5/2017 11:35,11/5/2017 11:35,6810 Willamette Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Gray/Tortie
A692496,,11/5/2017 11:47,11/5/2017 11:47,Comal And East 4Th Street in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Miniature Schnauzer Mix,Black
A758457,,11/5/2017 11:58,11/5/2017 11:58,Outside Jurisdiction,Owner Surrender,Normal,Cat,Neutered Male,2 months,Siamese Mix,Flame Point
A761464,Casper,11/5/2017 12:01,11/5/2017 12:01,7610 Cameron Road in Austin (TX),Stray,Normal,Cat,Intact Male,5 years,American Shorthair Mix,White/White
A761463,*Brownie,11/5/2017 12:04,11/5/2017 12:04,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Brown Tabby
A757315,Shelby,11/5/2017 12:07,11/5/2017 12:07,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Border Collie Mix,Black/White
A759770,*Hei Hei,11/5/2017 12:19,11/5/2017 12:19,Williamson (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Brown
A759767,Kirby,11/5/2017 12:19,11/5/2017 12:19,Williamson (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Brown
A761466,*Miles,11/5/2017 12:30,11/5/2017 12:30,739 West William Cannon Drive in Austin (TX),Stray,Normal,Cat,Intact Male,11 months,Domestic Shorthair Mix,Black/White
A761465,Audrey,11/5/2017 12:37,11/5/2017 12:37,1400 Dominique Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,9 months,Boxer/Whippet,Black/White
A761467,Pilot,11/5/2017 12:45,11/5/2017 12:45,15033 Donna Jane Loop in Pflugerville (TX),Stray,Normal,Dog,Spayed Female,10 years,Labrador Retriever Mix,Brown
A761469,,11/5/2017 12:50,11/5/2017 12:50,912 Cherico Street in Austin (TX),Stray,Normal,Cat,Intact Male,3 years,American Shorthair Mix,Gray Tabby/White
A761468,,11/5/2017 12:50,11/5/2017 12:50,912 Cherico Street in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,American Shorthair Mix,Gray/White
A758262,Juliett,11/5/2017 12:58,11/5/2017 12:58,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Black Smoke
A743221,,11/5/2017 13:12,11/5/2017 13:12,5400 Montview in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Cream/White
A761470,*Almond,11/5/2017 13:16,11/5/2017 13:16,East Braker Lane And Pollyanna Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Anatol Shepherd Mix,Tan/White
A760967,Jake Ryan,11/5/2017 13:17,11/5/2017 13:17,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Labrador Retriever/Pit Bull,Black
A761471,Baxter,11/5/2017 13:57,11/5/2017 13:57,Bee Cave Road And Montebello in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,English Setter Mix,White/Liver
A761472,*Jasmine,11/5/2017 13:57,11/5/2017 13:57,7601 Daffan Lane in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A698222,Moonpie,11/5/2017 14:08,11/5/2017 14:08,1308 Muirfield Bend Dr in Travis (TX),Stray,Normal,Dog,Spayed Female,8 years,Labrador Retriever Mix,Brown
A761473,,11/5/2017 14:11,11/5/2017 14:11,928 East 54Th in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Siamese Mix,Lynx Point
A714629,Marie,11/5/2017 14:22,11/5/2017 14:22,Covy Ridge Lane And Rutland in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Queensland Heeler Mix,White
A761474,,11/5/2017 14:25,11/5/2017 14:25,7610 Cameron Rd in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A761475,,11/5/2017 14:36,11/5/2017 14:36,2307 D Rachael Court in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A761476,Cupcake,11/5/2017 14:44,11/5/2017 14:44,12821 Stoney Ridge Bend in Del Valle (TX),Stray,Normal,Dog,Spayed Female,3 years,German Shepherd Mix,Black/Brown
A759761,Jackson,11/5/2017 14:54,11/5/2017 14:54,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Dachshund Mix,Black/Tricolor
A761477,Titan,11/5/2017 14:56,11/5/2017 14:56,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,White/Tan
A761487,*Froggy,11/5/2017 15:16,11/5/2017 15:16,Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A665334,Mcruber,11/5/2017 15:47,11/5/2017 15:47,6315 Ken Caryl Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Blue/White
A761479,Baby Girl,11/5/2017 15:47,11/5/2017 15:47,6315 Ken Caryl Dr in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Doberman Pinsch Mix,Black/Brown
A761480,,11/5/2017 15:51,11/5/2017 15:51,Springdale And 12Th Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Catahoula Mix,Brown Merle/White
A761481,,11/5/2017 15:51,11/5/2017 15:51,Springdale And 12Th Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Catahoula Mix,Black/White
A761483,*Chucky,11/5/2017 16:04,11/5/2017 16:04,4714 Nuckols Crossing in Austin (TX),Stray,Injured,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby
A761485,Odie,11/5/2017 16:19,11/5/2017 16:19,South First And Dittmar in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Dachshund Mix,Black/Brown
A761486,Duke,11/5/2017 16:19,11/5/2017 16:19,South First And Dittmar in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull,Black Brindle/White
A761488,Athena,11/5/2017 16:43,11/5/2017 16:43,4821 East River Drive in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Rabbit Lh Mix,White
A761491,Diego,11/5/2017 16:51,11/5/2017 16:51,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,6 years,Shih Tzu Mix,White/Cream
A761490,Negro,11/5/2017 16:51,11/5/2017 16:51,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,10 years,Shih Tzu Mix,Black/White
A761493,,11/5/2017 18:29,11/5/2017 18:29,2711 E 22Nd St in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon Mix,Black/White
A761497,,11/5/2017 18:50,11/5/2017 18:50,Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Longhair Mix,White/Brown Tabby
A761498,,11/5/2017 18:50,11/5/2017 18:50,Austin (TX),Stray,Normal,Cat,Unknown,2 months,Domestic Longhair Mix,White/Black
A761499,,11/5/2017 18:50,11/5/2017 18:50,Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Longhair Mix,Black/White
A761500,Coco,11/5/2017 22:34,11/5/2017 22:34,Hwy 130 And Hwy 183 in Travis (TX),Public Assist,Normal,Dog,Intact Male,7 years,Chihuahua Shorthair Mix,Red/Tan
A467567,Silky,11/6/2017 8:04,11/6/2017 8:04,4434 Frontier Trl in Austin (TX),Stray,Injured,Dog,Spayed Female,15 years,Queensland Heeler Mix,Blue Merle
A761504,Ruby,11/6/2017 9:29,11/6/2017 9:29,6900 Wentworth Dr in Austin (TX),Stray,Injured,Dog,Intact Female,9 months,Labrador Retriever Mix,Black
A761506,*Rhodey,11/6/2017 10:27,11/6/2017 10:27,Slaughter And Manchaca in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Jack Russell Terrier Mix,Black/White
A761339,El Nino,11/6/2017 10:40,11/6/2017 10:40,Austin (TX),Public Assist,Normal,Dog,Intact Male,5 years,Dachshund Mix,Black
A761513,,11/6/2017 10:52,11/6/2017 10:52,1211 East 52Nd Street in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Brown Tabby/White
A761514,,11/6/2017 10:52,11/6/2017 10:52,1211 East 52Nd Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A761511,,11/6/2017 10:59,11/6/2017 10:59,Mearns Meadow And Boyer in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever/Pit Bull,Black/White
A761510,,11/6/2017 10:59,11/6/2017 10:59,Mearns Meadow And Boyer in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever/Pit Bull,Black/White
A761512,,11/6/2017 10:59,11/6/2017 10:59,Mearns Meadow And Boyer in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever/Pit Bull,Black/White
A761508,*Elliott,11/6/2017 11:01,11/6/2017 11:01,8005 Brockman in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby/White
A761509,*Gertie,11/6/2017 11:01,11/6/2017 11:01,8005 Brockman in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico
A761515,,11/6/2017 11:11,11/6/2017 11:11,Highway 71 And Ross Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Miniature Schnauzer Mix,White/Tan
A761516,King,11/6/2017 11:18,11/6/2017 11:18,Salt Springs And Asa Drive in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Miniature Schnauzer Mix,Red
A757870,Kenny,11/6/2017 11:30,11/6/2017 11:30,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A761518,*Cota,11/6/2017 11:31,11/6/2017 11:31,9201 Circuits Of America in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan
A761521,Meridian,11/6/2017 11:55,11/6/2017 11:55,1211 East 52Nd Street in Austin (TX),Stray,Normal,Cat,Unknown,1 year,American Shorthair Mix,Gray Tabby/White
A761520,,11/6/2017 11:57,11/6/2017 11:57,907 Shelley Ave in Austin (TX),Wildlife,Injured,Other,Unknown,3 years,Squirrel Mix,Brown/Tan
A761522,,11/6/2017 12:06,11/6/2017 12:06,12251 Running Bird Ln in Austin (TX),Stray,Normal,Other,Unknown,3 years,Ferret Mix,Brown/Black
A761523,,11/6/2017 12:10,11/6/2017 12:10,1701 Brazos St in Austin (TX),Stray,Normal,Other,Unknown,1 year,Bat Mix,Brown
A761526,*Tink,11/6/2017 12:17,11/6/2017 12:17,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie
A761524,Kate,11/6/2017 12:17,11/6/2017 12:17,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,Tortie
A761525,Holiday,11/6/2017 12:17,11/6/2017 12:17,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie
A761528,Cassie,11/6/2017 12:44,11/6/2017 12:44,Highway 290 And Harris Branch in Austin (TX),Stray,Normal,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black
A760754,*Monkey,11/6/2017 12:47,11/6/2017 12:47,Fm 1626 And Bliss Spillar in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,White
A761529,,11/6/2017 12:49,11/6/2017 12:49,9010 Norht Ih-35 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A761527,*Slate,11/6/2017 12:51,11/6/2017 12:51,Riverside And Willow Creek in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Staffordshire Mix,Blue/White
A761531,Bandit,11/6/2017 13:37,11/6/2017 13:37,Travis (TX),Owner Surrender,Normal,Other,Intact Male,4 years,Rabbit Sh Mix,White/Black
A761536,,11/6/2017 14:27,11/6/2017 14:27,611 Carpenter Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue
A761537,Stella,11/6/2017 14:35,11/6/2017 14:35,Boyce Lane And Kelton in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,German Shepherd Mix,Black/Tan
A761538,,11/6/2017 15:02,11/6/2017 15:02,1631 E 2Nd St in Austin (TX),Stray,Sick,Cat,Spayed Female,8 years,Siamese Mix,Seal Point
A702010,Hera,11/6/2017 15:07,11/6/2017 15:07,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A761539,Sam,11/6/2017 15:12,11/6/2017 15:12,Homestead Village Circle And Avery Ranch in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,American Bulldog Mix,Tan/White
A761543,*Layla,11/6/2017 16:00,11/6/2017 16:00,East William Cannon Drive And Mckinney Falls Parkway in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Pit Bull Mix,Blue/White
A761544,*Lennox,11/6/2017 16:00,11/6/2017 16:00,East William Cannon Drive And Mckinney Falls Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Pit Bull Mix,Tan/Tan
A761545,,11/6/2017 16:21,11/6/2017 16:21,900 Barton Springs Rd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A761548,,11/6/2017 16:24,11/6/2017 16:24,Caldwell Lane And Albert Brown Drive in Del Valle (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A624332,Cloud,11/6/2017 16:27,11/6/2017 16:27,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue Tabby/White
A761550,*Eva,11/6/2017 16:47,11/6/2017 16:47,1515 Wickersham Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A761551,*Ella,11/6/2017 16:47,11/6/2017 16:47,1515 Wickersham Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A761553,Art C Clark,11/6/2017 16:53,11/6/2017 16:53,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,7 months,German Shepherd Mix,Tan/Black
A761552,,11/6/2017 16:58,11/6/2017 16:58,200 Lavaca St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Black
A761554,*Autumn,11/6/2017 17:13,11/6/2017 17:13,3402 Neal St in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan/White
A761556,Teea,11/6/2017 17:28,11/6/2017 17:28,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull/Boxer,Tan/White
A761557,,11/6/2017 17:28,11/6/2017 17:28,1708 Garden in Austin (TX),Stray,Sick,Cat,Unknown,6 years,Domestic Shorthair Mix,Black
A761558,*Mena,11/6/2017 17:58,11/6/2017 17:58,Airport And Manor Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Cattle Dog Mix,Tan
A761559,,11/6/2017 18:15,11/6/2017 18:15,Silvia Drive And Ann Showers in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black Smoke/White
A640771,Jazz,11/6/2017 18:34,11/6/2017 18:34,8107 Tuscaroa Trail in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Pit Bull Mix,White/Brown
A761564,,11/6/2017 18:43,11/6/2017 18:43,11906 Bronco Circle in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Labrador Retriever Mix,Black/White
A761562,,11/6/2017 18:43,11/6/2017 18:43,11906 Bronco Circle in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Labrador Retriever Mix,Tricolor
A761560,*Oreo,11/6/2017 18:43,11/6/2017 18:43,11906 Bronco Circle in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Black/White
A761563,,11/6/2017 18:43,11/6/2017 18:43,11906 Bronco Circle in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Labrador Retriever Mix,White/Black
A761567,,11/6/2017 18:43,11/6/2017 18:43,11906 Bronco Circle in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Labrador Retriever Mix,Brown/Brown
A761566,,11/6/2017 18:43,11/6/2017 18:43,11906 Bronco Circle in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Labrador Retriever Mix,Tricolor
A761561,,11/6/2017 18:43,11/6/2017 18:43,11906 Bronco Circle in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Labrador Retriever Mix,Tricolor
A761565,,11/6/2017 18:43,11/6/2017 18:43,11906 Bronco Circle in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Labrador Retriever Mix,Tricolor
A761569,Raider,11/6/2017 22:43,11/6/2017 22:43,12609 Lexington St in Travis (TX),Stray,Normal,Dog,Intact Male,8 months,American Bulldog,White/Brown Brindle
A761570,Ryder,11/7/2017 7:20,11/7/2017 7:20,Liberty Hill Tx in Williamson (TX),Stray,Injured,Dog,Intact Female,3 years,Pit Bull/Boxer,Blue/White
A761575,,11/7/2017 10:01,11/7/2017 10:01,13119 Dessau Rd in Austin (TX),Stray,Injured,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A761577,,11/7/2017 10:53,11/7/2017 10:53,5134 East Highway 71 in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Brown/White
